2021-11-02 17:29:01,780  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : SecurityService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}, NameRegistration{name=EventService}, NameRegistration{name=UserService}, NameRegistration{name=ResourceService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,782  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : EncryptionKeyService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}] ]
2021-11-02 17:29:01,793  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : OrganizationService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=RepositoryService}] ]
2021-11-02 17:29:01,793  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerRegistrationService has these dependencies [ [NameRegistration{name=RepositoryService}, NameRegistration{name=CommunicationService}, NameRegistration{name=ComponentConfigurationService}, NameRegistration{name=ServerMetricsService}] ]
2021-11-02 17:29:01,794  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : ServerRegistrationService that implements InitializeAwareService
2021-11-02 17:29:01,826  main INFO  REGISTRATION - ServerRegistrationServiceImpl.initResolutionScopes() : server types [scheduler-datastore, audit-datastore, hybrid-runtime, mint-rdbms-datastore, kms-datastore, dc-datastore, application-datastore, postgres-server, configstore-service, counter-datastore, local-intelligence-server, user-settings-datastore, unknown, analytics-datastore, router, endpoint, consumer-server, hybrid-mock-server, ldap, message-processor, edgenotification-datastore, hybrid-csr, dw-server, ingest-server, qpid-server, cache-datastore, hybrid-mart-server, zookeeper, apimodel-datastore, mart-server, taurus-datastore, keyvaluemap-datastore, storage-service, notification-datastore, mint-datastore, ax-hadoop-ingester, hybrid-synchronizer, management-server, identityzone-datastore, reportcrud-datastore, auth-datastore]
2021-11-02 17:29:01,828  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : ServerRegistrationService
2021-11-02 17:29:01,828  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : TimeSeriesCounterService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=MetricsService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,828  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DEKService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,833  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : AuthenticationService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}, NameRegistration{name=HttpClientService}] ]
